Genome,Annotation_method,type,start,end,ID,eC_number,Name,dbxref,gene,inference,locus_tag,product
Brevi_962_8_12,Prodigal:2.6,CDS,80754,82370,ID=HHDJLLAI_05697,eC_number=1.8.5.-,Name=msrP,dbxref=COG:COG2041,gene=msrP,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P76342,locus_tag=HHDJLLAI_05697,product=Protein-methionine-sulfoxide reductase catalytic subunit MsrP
Brevi_962_8_13,Prodigal:2.6,CDS,97108,98721,ID=HHDJLLAI_05794,Name=pucR_3,dbxref=COG:COG2508,gene=pucR_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O32138,locus_tag=HHDJLLAI_05794,product=Purine catabolism regulatory protein,NA
Brevi_962_8_20,Prodigal:2.6,CDS,222595,223059,ID=HHDJLLAI_06090,eC_number=1.-.-.-,Name=catD_3,dbxref=COG:COG2259,gene=catD_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54720,locus_tag=HHDJLLAI_06090,product=Putative oxidoreductase CatD
Brevi_962_8_23,Prodigal:2.6,CDS,5834,6634,ID=HHDJLLAI_06274,eC_number=1.13.11.3,Name=pcaH,dbxref=COG:COG3485,gene=pcaH,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00437,locus_tag=HHDJLLAI_06274,product=Protocatechuate 3%2C4-dioxygenase beta chain
Brevi_962_8_23,Prodigal:2.6,CDS,6627,7199,ID=HHDJLLAI_06275,eC_number=1.13.11.3,Name=pcaG,dbxref=COG:COG3485,gene=pcaG,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P20371,locus_tag=HHDJLLAI_06275,product=Protocatechuate 3%2C4-dioxygenase alpha chain
Brevi_962_8_23,Prodigal:2.6,CDS,8664,9962,ID=HHDJLLAI_06277,eC_number=3.1.1.24,Name=catD_4,dbxref=COG:COG0596,gene=catD_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00632,locus_tag=HHDJLLAI_06277,product=3-oxoadipate enol-lactonase 2
Brevi_962_8_30,Prodigal:2.6,CDS,291062,292543,ID=HHDJLLAI_06873,Name=hpcE,dbxref=COG:COG0179,gene=hpcE,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P37352,locus_tag=HHDJLLAI_06873,product=Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase,NA
Brevi_962_8_31,Prodigal:2.6,CDS,20681,21550,ID=HHDJLLAI_06918,Name=tagG_3,dbxref=COG:COG1682,gene=tagG_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42953,locus_tag=HHDJLLAI_06918,product=Teichoic acid translocation permease protein TagG,NA
Brevi_962_8_31,Prodigal:2.6,CDS,47769,48683,ID=HHDJLLAI_06944,eC_number=2.8.3.6,Name=catI,gene=catI,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8VPF3,locus_tag=HHDJLLAI_06944,product=3-oxoadipate CoA-transferase subunit A,NA
Brevi_962_8_31,Prodigal:2.6,CDS,48680,49492,ID=HHDJLLAI_06945,eC_number=2.8.3.6,Name=catJ,gene=catJ,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8VPF2,locus_tag=HHDJLLAI_06945,product=3-oxoadipate CoA-transferase subunit B,NA
Brevi_962_8_33,Aragorn:1.2,tRNA,22242,22318,ID=HHDJLLAI_07058,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=HHDJLLAI_07058,product=tRNA-Met(cat),NA,NA,NA,NA
Brevi_962_8_40,Prodigal:2.6,CDS,12095,12517,ID=HHDJLLAI_07147,eC_number=2.-.-.-,Name=moaE2_4,dbxref=COG:COG0314,gene=moaE2_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WJR1,locus_tag=HHDJLLAI_07147,product=Molybdopterin synthase catalytic subunit 2
Brevi_962_8_43,Prodigal:2.6,CDS,3728,4804,ID=HHDJLLAI_07197,eC_number=2.1.1.72,Name=hindIIIM,gene=hindIIIM,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P43871,locus_tag=HHDJLLAI_07197,product=Modification methylase HindIII,NA
Brevi_962_8_47,Prodigal:2.6,CDS,3923,5233,ID=HHDJLLAI_07229,eC_number=3.6.4.12,Name=dnaB_2,dbxref=COG:COG0305,gene=dnaB_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WMR3,locus_tag=HHDJLLAI_07229,product=Replicative DNA helicase
Brevi_962_8_59,Aragorn:1.2,tRNA,5787,5863,ID=HHDJLLAI_07372,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=HHDJLLAI_07372,product=tRNA-Met(cat),NA,NA,NA,NA
SEQ_962_6,Prodigal:2.6,CDS,64906,65700,ID=HHDJLLAI_07493,eC_number=1.13.11.2,Name=catE_3,dbxref=COG:COG2514,gene=catE_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54721,locus_tag=HHDJLLAI_07493,product=Catechol-2%2C3-dioxygenase
SEQ_962_6,Prodigal:2.6,CDS,237844,238215,ID=HHDJLLAI_07658,Name=yjbI,dbxref=COG:COG2346,gene=yjbI,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O31607,locus_tag=HHDJLLAI_07658,product=Group 2 truncated hemoglobin YjbI,NA
SEQ_962_6,Prodigal:2.6,CDS,419891,420664,ID=HHDJLLAI_07867,Name=dnaC_1,dbxref=COG:COG1484,gene=dnaC_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AEF0,locus_tag=HHDJLLAI_07867,product=DNA replication protein DnaC,NA
SEQ_962_6,Prodigal:2.6,CDS,569596,570441,ID=HHDJLLAI_08015,Name=tagG_4,dbxref=COG:COG1682,gene=tagG_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42953,locus_tag=HHDJLLAI_08015,product=Teichoic acid translocation permease protein TagG,NA
SEQ_962_6_3,Prodigal:2.6,CDS,38794,40032,ID=HHDJLLAI_08182,eC_number=2.1.1.37,Name=banIM,gene=banIM,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P19888,locus_tag=HHDJLLAI_08182,product=Modification methylase BanI,NA
SEQ_962_6_4,Prodigal:2.6,CDS,95487,96881,ID=HHDJLLAI_08382,Name=dnaB_3,dbxref=COG:COG3611,gene=dnaB_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P07908,locus_tag=HHDJLLAI_08382,product=Replication initiation and membrane attachment protein,NA
SEQ_962_6_4,Prodigal:2.6,CDS,253481,254731,ID=HHDJLLAI_08541,eC_number=3.6.4.12,Name=dnaC_2,dbxref=COG:COG0305,gene=dnaC_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P37469,locus_tag=HHDJLLAI_08541,product=Replicative DNA helicase
SEQ_962_6_5,Prodigal:2.6,CDS,64500,65903,ID=HHDJLLAI_08620,eC_number=3.6.4.12,Name=dnaC_3,dbxref=COG:COG0305,gene=dnaC_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P37469,locus_tag=HHDJLLAI_08620,product=Replicative DNA helicase
SEQ_962_6_5,Prodigal:2.6,CDS,81294,82409,ID=HHDJLLAI_08632,Name=recF_3,dbxref=COG:COG1195,gene=recF_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WHI9,locus_tag=HHDJLLAI_08632,product=DNA replication and repair protein RecF,NA
SEQ_962_6_5,Prodigal:2.6,CDS,84543,85910,ID=HHDJLLAI_08634,Name=dnaA_3,gene=dnaA_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P68866,locus_tag=HHDJLLAI_08634,product=Chromosomal replication initiator protein DnaA,NA,NA
SEQ_962_6_5,Prodigal:2.6,CDS,87446,88828,ID=HHDJLLAI_08637,eC_number=3.6.-.-,Name=mnmE_2,dbxref=COG:COG0486,gene=mnmE_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8YN91,locus_tag=HHDJLLAI_08637,product=tRNA modification GTPase MnmE
SEQ_962_6_5,Prodigal:2.6,CDS,88845,90722,ID=HHDJLLAI_08638,Name=mnmG,gene=mnmG,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P64230,locus_tag=HHDJLLAI_08638,product=tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,NA,NA
SEQ_962_6_8,Prodigal:2.6,CDS,2023,2850,ID=HHDJLLAI_08683,eC_number=2.1.3.2,Name=pyrB_4,dbxref=COG:COG0540,gene=pyrB_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0A786,locus_tag=HHDJLLAI_08683,product=Aspartate carbamoyltransferase catalytic subunit
SEQ_962_6_9,Prodigal:2.6,CDS,64393,64845,ID=HHDJLLAI_08767,eC_number=2.8.1.12,Name=moaE,gene=moaE,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P65401,locus_tag=HHDJLLAI_08767,product=Molybdopterin synthase catalytic subunit,NA
SEQ_962_6_9,Prodigal:2.6,CDS,330068,330880,ID=HHDJLLAI_09017,eC_number=1.13.11.2,Name=catE_4,dbxref=COG:COG2514,gene=catE_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54721,locus_tag=HHDJLLAI_09017,product=Catechol-2%2C3-dioxygenase
SEQ_962_6_10,Prodigal:2.6,CDS,10180,11166,ID=HHDJLLAI_09074,eC_number=2.1.1.37,Name=haeIIIM,gene=haeIIIM,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P20589,locus_tag=HHDJLLAI_09074,product=Modification methylase HaeIII,NA
SEQ_962_6_11,Prodigal:2.6,CDS,95394,96425,ID=HHDJLLAI_09168,eC_number=2.1.3.3,Name=arcB_3,gene=arcB_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P65602,locus_tag=HHDJLLAI_09168,product=Ornithine carbamoyltransferase%2C catabolic,NA
SEQ_962_6_15,Prodigal:2.6,CDS,22140,23363,ID=HHDJLLAI_09382,Name=mntH_5,dbxref=COG:COG1914,gene=mntH_5,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9RPF4,locus_tag=HHDJLLAI_09382,product=Divalent metal cation transporter MntH,NA
SEQ_962_6_17,Prodigal:2.6,CDS,117019,117705,ID=HHDJLLAI_09637,Name=dnaD,dbxref=COG:COG3935,gene=dnaD,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P39787,locus_tag=HHDJLLAI_09637,product=DNA replication protein DnaD,NA
SEQ_962_6_17,Prodigal:2.6,CDS,162642,163433,ID=HHDJLLAI_09684,Name=nirQ,dbxref=COG:COG0714,gene=nirQ,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q02441,locus_tag=HHDJLLAI_09684,product=Denitrification regulatory protein NirQ,NA
SEQ_962_6_19,Aragorn:1.2,tRNA,378,449,ID=HHDJLLAI_09809,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=HHDJLLAI_09809,product=tRNA-Met(cat),NA,NA,NA,NA
SEQ_962_6_19,Aragorn:1.2,tRNA,35212,35283,ID=HHDJLLAI_09855,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=HHDJLLAI_09855,product=tRNA-Met(cat),NA,NA,NA,NA
SEQ_962_6_19,Aragorn:1.2,tRNA,35537,35610,ID=HHDJLLAI_09858,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=HHDJLLAI_09858,product=tRNA-Met(cat),NA,NA,NA,NA
SEQ_962_6_19,Aragorn:1.2,tRNA,35637,35711,ID=HHDJLLAI_09859,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=HHDJLLAI_09859,product=tRNA-Met(cat),NA,NA,NA,NA
SEQ_962_6_29,Prodigal:2.6,CDS,19002,20324,ID=HHDJLLAI_10233,Name=mntH_6,gene=mntH_6,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q99UZ7,locus_tag=HHDJLLAI_10233,product=Divalent metal cation transporter MntH,NA,NA
SEQ_962_6_57,Prodigal:2.6,CDS,1472,2275,ID=HHDJLLAI_10281,Name=repN,gene=repN,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P19529,locus_tag=HHDJLLAI_10281,product=Replication initiation protein,NA,NA
Brachy_JB7_25,Prodigal:2.6,CDS,7378,8784,ID=IFEKPJDH_00293,eC_number=3.6.4.12,Name=dnaB_1,dbxref=COG:COG0305,gene=dnaB_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WMR3,locus_tag=IFEKPJDH_00293,product=Replicative DNA helicase
Brachy_JB7_28,Prodigal:2.6,CDS,18814,20079,ID=IFEKPJDH_00402,Name=recF_1,dbxref=COG:COG1195,gene=recF_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WHI9,locus_tag=IFEKPJDH_00402,product=DNA replication and repair protein RecF,NA
Brachy_JB7_28,Prodigal:2.6,CDS,21741,23438,ID=IFEKPJDH_00404,Name=dnaA_1,gene=dnaA_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9ZH75,locus_tag=IFEKPJDH_00404,product=Chromosomal replication initiator protein DnaA,NA,NA
Brachy_JB7_47,Prodigal:2.6,CDS,5291,6241,ID=IFEKPJDH_00541,eC_number=1.13.11.2,Name=catE_1,dbxref=COG:COG2514,gene=catE_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54721,locus_tag=IFEKPJDH_00541,product=Catechol-2%2C3-dioxygenase
Brachy_JB7_56,Prodigal:2.6,CDS,46968,47879,ID=IFEKPJDH_00701,Name=czcD_1,gene=czcD_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P13512,locus_tag=IFEKPJDH_00701,product=Metal cation efflux system protein CzcD,NA,NA
Brachy_JB7_59,Aragorn:1.2,tRNA,50387,50463,ID=IFEKPJDH_00801,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=IFEKPJDH_00801,product=tRNA-Met(cat),NA,NA,NA,NA
Brachy_JB7_91,Aragorn:1.2,tRNA,4748,4822,ID=IFEKPJDH_01107,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=IFEKPJDH_01107,product=tRNA-Met(cat),NA,NA,NA,NA
Brachy_JB7_104,Aragorn:1.2,tRNA,50717,50793,ID=IFEKPJDH_01340,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=IFEKPJDH_01340,product=tRNA-Met(cat),NA,NA,NA,NA
Brachy_JB7_117,Prodigal:2.6,CDS,8837,10183,ID=IFEKPJDH_01472,eC_number=3.1.1.24,Name=catD_1,dbxref=COG:COG0596,gene=catD_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00632,locus_tag=IFEKPJDH_01472,product=3-oxoadipate enol-lactonase 2
Brachy_JB7_124,Prodigal:2.6,CDS,11041,12102,ID=IFEKPJDH_01577,Name=tagG_1,dbxref=COG:COG1682,gene=tagG_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42953,locus_tag=IFEKPJDH_01577,product=Teichoic acid translocation permease protein TagG,NA
Brachy_JB7_147,Prodigal:2.6,CDS,7609,9033,ID=IFEKPJDH_01970,Name=mntH_1,gene=mntH_1,inference=ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_00221,locus_tag=IFEKPJDH_01970,product=Divalent metal cation transporter MntH,NA,NA
Brachy_JB7_151,Prodigal:2.6,CDS,665,1270,ID=IFEKPJDH_01978,Name=hlyB,dbxref=COG:COG2274,gene=hlyB,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P08716,locus_tag=IFEKPJDH_01978,product=Alpha-hemolysin translocation ATP-binding protein HlyB,NA
Brachy_JB7_173,Prodigal:2.6,CDS,6376,8067,ID=IFEKPJDH_02135,eC_number=2.1.1.72,Name=dpnA,gene=dpnA,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P09358,locus_tag=IFEKPJDH_02135,product=Modification methylase DpnIIB,NA
Brachy_JB7_173,Prodigal:2.6,CDS,20520,21845,ID=IFEKPJDH_02147,Name=rarA_1,dbxref=COG:COG2256,gene=rarA_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AAZ4,locus_tag=IFEKPJDH_02147,product=Replication-associated recombination protein A,NA
Brachy_JB7_185,Prodigal:2.6,CDS,20399,20839,ID=IFEKPJDH_02338,Name=glbO_1,dbxref=COG:COG2346,gene=glbO_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WN23,locus_tag=IFEKPJDH_02338,product=Group 2 truncated hemoglobin GlbO,NA
Brachy_JB7_192,Prodigal:2.6,CDS,55312,55800,ID=IFEKPJDH_02525,eC_number=2.-.-.-,Name=moaE2_3,dbxref=COG:COG0314,gene=moaE2_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WJR1,locus_tag=IFEKPJDH_02525,product=Molybdopterin synthase catalytic subunit 2
Brachy_JB7_208,Prodigal:2.6,CDS,10999,12144,ID=IFEKPJDH_02783,eC_number=2.1.1.37,Name=haeIIIM_1,gene=haeIIIM_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P20589,locus_tag=IFEKPJDH_02783,product=Modification methylase HaeIII,NA
Brachy_JB7_213,Aragorn:1.2,tRNA,5090,5164,ID=IFEKPJDH_02836,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=IFEKPJDH_02836,product=tRNA-Met(cat),NA,NA,NA,NA
Brevi_JB5_3,Prodigal:2.6,CDS,43693,45276,ID=IFEKPJDH_03619,eC_number=1.8.5.-,Name=msrP_1,dbxref=COG:COG2041,gene=msrP_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P76342,locus_tag=IFEKPJDH_03619,product=Protein-methionine-sulfoxide reductase catalytic subunit MsrP
Brevi_JB5_11,Prodigal:2.6,CDS,18618,19694,ID=IFEKPJDH_03857,eC_number=2.1.1.72,Name=hindIIIM_1,gene=hindIIIM_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P43871,locus_tag=IFEKPJDH_03857,product=Modification methylase HindIII,NA
Brevi_JB5_12,Prodigal:2.6,CDS,15865,16989,ID=IFEKPJDH_03896,eC_number=2.1.1.37,Name=haeIIIM_2,gene=haeIIIM_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P20589,locus_tag=IFEKPJDH_03896,product=Modification methylase HaeIII,NA
Brevi_JB5_12,Prodigal:2.6,CDS,120776,122050,ID=IFEKPJDH_03987,Name=mntH_2,dbxref=COG:COG1914,gene=mntH_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WIZ5,locus_tag=IFEKPJDH_03987,product=Divalent metal cation transporter MntH,NA
Brevi_JB5_17,Prodigal:2.6,CDS,88472,89596,ID=IFEKPJDH_04145,Name=recF_2,dbxref=COG:COG1195,gene=recF_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WHI9,locus_tag=IFEKPJDH_04145,product=DNA replication and repair protein RecF,NA
Brevi_JB5_17,Prodigal:2.6,CDS,91278,92912,ID=IFEKPJDH_04147,Name=dnaA_2,dbxref=COG:COG0593,gene=dnaA_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:A0R7K1,locus_tag=IFEKPJDH_04147,product=Chromosomal replication initiator protein DnaA,NA
Brevi_JB5_17,Prodigal:2.6,CDS,131162,132472,ID=IFEKPJDH_04181,eC_number=3.6.4.12,Name=dnaB_2,dbxref=COG:COG0305,gene=dnaB_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WMR3,locus_tag=IFEKPJDH_04181,product=Replicative DNA helicase
Brevi_JB5_18,Prodigal:2.6,CDS,183774,185402,ID=IFEKPJDH_04403,eC_number=2.2.1.6,Name=budB,dbxref=COG:COG0028,gene=budB,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P27696,locus_tag=IFEKPJDH_04403,product=Acetolactate synthase%2C catabolic
Brevi_JB5_27,Prodigal:2.6,CDS,14882,15763,ID=IFEKPJDH_04604,Name=tagG_2,dbxref=COG:COG1682,gene=tagG_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42953,locus_tag=IFEKPJDH_04604,product=Teichoic acid translocation permease protein TagG,NA
Brevi_JB5_33,Prodigal:2.6,CDS,96320,97591,ID=IFEKPJDH_04732,Name=pucR_1,dbxref=COG:COG2508,gene=pucR_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O32138,locus_tag=IFEKPJDH_04732,product=Purine catabolism regulatory protein,NA
Brevi_JB5_33,Prodigal:2.6,CDS,107312,108622,ID=IFEKPJDH_04744,Name=mntH_3,dbxref=COG:COG1914,gene=mntH_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P96593,locus_tag=IFEKPJDH_04744,product=Divalent metal cation transporter MntH,NA
Brevi_JB5_34,Prodigal:2.6,CDS,5509,6591,ID=IFEKPJDH_04755,eC_number=2.1.1.72,Name=hindIIIM_2,gene=hindIIIM_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P43871,locus_tag=IFEKPJDH_04755,product=Modification methylase HindIII,NA
Brevi_JB5_35,Prodigal:2.6,CDS,124932,126413,ID=IFEKPJDH_04874,Name=hpcE,dbxref=COG:COG0179,gene=hpcE,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P37352,locus_tag=IFEKPJDH_04874,product=Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase,NA
Brevi_JB5_35,Prodigal:2.6,CDS,173387,174187,ID=IFEKPJDH_04917,eC_number=1.13.11.3,Name=pcaH,dbxref=COG:COG3485,gene=pcaH,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00437,locus_tag=IFEKPJDH_04917,product=Protocatechuate 3%2C4-dioxygenase beta chain
Brevi_JB5_35,Prodigal:2.6,CDS,174180,174752,ID=IFEKPJDH_04918,eC_number=1.13.11.3,Name=pcaG,dbxref=COG:COG3485,gene=pcaG,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P20371,locus_tag=IFEKPJDH_04918,product=Protocatechuate 3%2C4-dioxygenase alpha chain
Brevi_JB5_35,Prodigal:2.6,CDS,176242,177540,ID=IFEKPJDH_04920,eC_number=3.1.1.24,Name=catD_2,dbxref=COG:COG0596,gene=catD_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00632,locus_tag=IFEKPJDH_04920,product=3-oxoadipate enol-lactonase 2
Brevi_JB5_35,Prodigal:2.6,CDS,220685,220984,ID=IFEKPJDH_04957,eC_number=5.3.3.4,Name=catC,dbxref=COG:COG4829,gene=catC,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P80573,locus_tag=IFEKPJDH_04957,product=Muconolactone Delta-isomerase
Brevi_JB5_41,Prodigal:2.6,CDS,192846,194459,ID=IFEKPJDH_05354,Name=pucR_2,dbxref=COG:COG2508,gene=pucR_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O32138,locus_tag=IFEKPJDH_05354,product=Purine catabolism regulatory protein,NA
Brevi_JB5_59,Prodigal:2.6,CDS,13051,13452,ID=IFEKPJDH_05766,Name=glbO_2,dbxref=COG:COG2346,gene=glbO_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WN23,locus_tag=IFEKPJDH_05766,product=Group 2 truncated hemoglobin GlbO,NA
Brevi_JB5_59,Aragorn:1.2,tRNA,71248,71322,ID=IFEKPJDH_05822,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=IFEKPJDH_05822,product=tRNA-Met(cat),NA,NA,NA,NA
Brevi_JB5_59,Aragorn:1.2,tRNA,71537,71611,ID=IFEKPJDH_05823,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=IFEKPJDH_05823,product=tRNA-Met(cat),NA,NA,NA,NA
Brevi_JB5_59,Prodigal:2.6,CDS,131914,132681,ID=IFEKPJDH_05871,eC_number=3.1.1.24,Name=catD_3,dbxref=COG:COG0596,gene=catD_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00632,locus_tag=IFEKPJDH_05871,product=3-oxoadipate enol-lactonase 2
Brevi_JB5_62,Prodigal:2.6,CDS,56630,57487,ID=IFEKPJDH_05938,Name=tagG_3,dbxref=COG:COG1682,gene=tagG_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42953,locus_tag=IFEKPJDH_05938,product=Teichoic acid translocation permease protein TagG,NA
Brevi_JB5_64,Prodigal:2.6,CDS,38948,39862,ID=IFEKPJDH_05988,eC_number=2.8.3.6,Name=catI,gene=catI,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8VPF3,locus_tag=IFEKPJDH_05988,product=3-oxoadipate CoA-transferase subunit A,NA
Brevi_JB5_64,Prodigal:2.6,CDS,39859,40671,ID=IFEKPJDH_05989,eC_number=2.8.3.6,Name=catJ,gene=catJ,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8VPF2,locus_tag=IFEKPJDH_05989,product=3-oxoadipate CoA-transferase subunit B,NA
Brevi_JB5_80,Aragorn:1.2,tRNA,705,781,ID=IFEKPJDH_06345,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=IFEKPJDH_06345,product=tRNA-Met(cat),NA,NA,NA,NA
Brevi_JB5_83,Prodigal:2.6,CDS,13819,14241,ID=IFEKPJDH_06496,eC_number=2.-.-.-,Name=moaE2_5,dbxref=COG:COG0314,gene=moaE2_5,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WJR1,locus_tag=IFEKPJDH_06496,product=Molybdopterin synthase catalytic subunit 2
Brevi_JB5_83,Aragorn:1.2,tRNA,30483,30559,ID=IFEKPJDH_06513,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=IFEKPJDH_06513,product=tRNA-Met(cat),NA,NA,NA,NA
Brevi_JB5_83,Prodigal:2.6,CDS,322613,324160,ID=IFEKPJDH_06784,Name=rarA_2,dbxref=COG:COG2256,gene=rarA_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AAZ4,locus_tag=IFEKPJDH_06784,product=Replication-associated recombination protein A,NA
Brevi_JB5_92,Prodigal:2.6,CDS,57160,58485,ID=IFEKPJDH_07073,Name=mntH_4,gene=mntH_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q99UZ7,locus_tag=IFEKPJDH_07073,product=Divalent metal cation transporter MntH,NA,NA
Brevi_JB5_92,Prodigal:2.6,CDS,74069,75661,ID=IFEKPJDH_07085,eC_number=1.8.5.-,Name=msrP_2,dbxref=COG:COG2041,gene=msrP_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P76342,locus_tag=IFEKPJDH_07085,product=Protein-methionine-sulfoxide reductase catalytic subunit MsrP
