Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Brachy_341_9.fa,Brachy_738_10.fa,Brachy_862_8.fa,Brachy_876_9.fa,Brachy_900_8.fa,Brachy_908_11.fa,Brachy_947_11.fa,Brachy_962_10.fa,Brachy_JB7.fa,Brevi_341_13.fa,Brevi_738_8.fa,Brevi_862_7.fa,Brevi_876_7.fa,Brevi_900_6.fa,Brevi_908_7.fa,Brevi_947_7.fa,Brevi_962_8.fa,Brevi_JB5.fa,SEQ_341_10.fa,SEQ_738_7.fa,SEQ_862_5.fa,SEQ_876_5.fa,SEQ_900_4.fa,SEQ_908_10.fa,SEQ_947_12.fa,SEQ_962_6.fa,SEQ_JB9.fa
group_5793,rip1,Zinc metalloprotease Rip1,9,9,1,1,3682,1,6232,,1349,1349,1349,Brachy_341_9.fa_02407,Brachy_738_10.fa_01433,Brachy_862_8.fa_00390,Brachy_876_9.fa_01673,Brachy_900_8.fa_00881,Brachy_908_11.fa_00996,Brachy_947_11.fa_00798,Brachy_962_10.fa_01413,Brachy_JB7.fa_00637,,,,,,,,,,,,,,,,,,
rpsO,,30S ribosomal protein S15,9,9,1,1,3667,1,6247,,269,269,269,Brachy_341_9.fa_02421,Brachy_738_10.fa_01420,Brachy_862_8.fa_00403,Brachy_876_9.fa_01659,Brachy_900_8.fa_00867,Brachy_908_11.fa_01010,Brachy_947_11.fa_00812,Brachy_962_10.fa_01399,Brachy_JB7.fa_01364,,,,,,,,,,,,,,,,,,
group_5803,,hypothetical protein,9,9,1,1,3663,1,6251,,446,446,446,Brachy_341_9.fa_02425,Brachy_738_10.fa_01416,Brachy_862_8.fa_00407,Brachy_876_9.fa_01655,Brachy_900_8.fa_00863,Brachy_908_11.fa_01014,Brachy_947_11.fa_00816,Brachy_962_10.fa_01395,Brachy_JB7.fa_01367,,,,,,,,,,,,,,,,,,
group_5804,,hypothetical protein,9,9,1,1,3662,1,6252,,314,314,314,Brachy_341_9.fa_02426,Brachy_738_10.fa_01415,Brachy_862_8.fa_00408,Brachy_876_9.fa_01654,Brachy_900_8.fa_00862,Brachy_908_11.fa_01015,Brachy_947_11.fa_00817,Brachy_962_10.fa_01394,Brachy_JB7.fa_01368,,,,,,,,,,,,,,,,,,
hxpA,,Hexitol phosphatase A,9,9,1,1,3660,1,6254,,728,728,728,Brachy_341_9.fa_02428,Brachy_738_10.fa_01413,Brachy_862_8.fa_00410,Brachy_876_9.fa_01652,Brachy_900_8.fa_00860,Brachy_908_11.fa_01017,Brachy_947_11.fa_00819,Brachy_962_10.fa_01392,Brachy_JB7.fa_01370,,,,,,,,,,,,,,,,,,
asnB,,Asparagine synthetase [glutamine-hydrolyzing] 1,9,9,1,1,3659,1,6255,,2783,2783,2783,Brachy_341_9.fa_02429,Brachy_738_10.fa_01412,Brachy_862_8.fa_00411,Brachy_876_9.fa_01651,Brachy_900_8.fa_00859,Brachy_908_11.fa_01018,Brachy_947_11.fa_00820,Brachy_962_10.fa_01391,Brachy_JB7.fa_01371,,,,,,,,,,,,,,,,,,
dapA_2,,4-hydroxy-tetrahydrodipicolinate synthase,9,9,1,1,3658,1,6256,,938,938,938,Brachy_341_9.fa_02430,Brachy_738_10.fa_01411,Brachy_862_8.fa_00412,Brachy_876_9.fa_01650,Brachy_900_8.fa_00858,Brachy_908_11.fa_01019,Brachy_947_11.fa_00821,Brachy_962_10.fa_01390,Brachy_JB7.fa_01372,,,,,,,,,,,,,,,,,,
rnj_1,,Ribonuclease J,9,9,1,1,3657,1,6257,,1694,1694,1694,Brachy_341_9.fa_02431,Brachy_738_10.fa_01410,Brachy_862_8.fa_00413,Brachy_876_9.fa_01649,Brachy_900_8.fa_00857,Brachy_908_11.fa_01020,Brachy_947_11.fa_00822,Brachy_962_10.fa_01389,Brachy_JB7.fa_01373,,,,,,,,,,,,,,,,,,
group_5809,ftsK,DNA translocase FtsK,9,9,1,1,3656,1,6258,,2813,2813,2813,Brachy_341_9.fa_02432,Brachy_738_10.fa_01409,Brachy_862_8.fa_00414,Brachy_876_9.fa_01648,Brachy_900_8.fa_00856,Brachy_908_11.fa_01021,Brachy_947_11.fa_00823,Brachy_962_10.fa_01388,Brachy_JB7.fa_01374,,,,,,,,,,,,,,,,,,
pgsA2_1,,Putative CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyl-transferase 2,9,9,1,1,3655,1,6259,,593,593,593,Brachy_341_9.fa_02433,Brachy_738_10.fa_01408,Brachy_862_8.fa_00415,Brachy_876_9.fa_01647,Brachy_900_8.fa_00855,Brachy_908_11.fa_01022,Brachy_947_11.fa_00824,Brachy_962_10.fa_01387,Brachy_JB7.fa_01375,,,,,,,,,,,,,,,,,,
group_5811,cinA,CinA-like protein,9,9,1,1,3654,1,6260,,485,485,485,Brachy_341_9.fa_02434,Brachy_738_10.fa_01407,Brachy_862_8.fa_00416,Brachy_876_9.fa_01646,Brachy_900_8.fa_00854,Brachy_908_11.fa_01023,Brachy_947_11.fa_00825,Brachy_962_10.fa_01386,Brachy_JB7.fa_01376,,,,,,,,,,,,,,,,,,
clgR_1,,Transcriptional regulator ClgR,9,9,1,1,3653,1,6261,,371,371,371,Brachy_341_9.fa_02435,Brachy_738_10.fa_01406,Brachy_862_8.fa_00417,Brachy_876_9.fa_01645,Brachy_900_8.fa_00853,Brachy_908_11.fa_01024,Brachy_947_11.fa_00826,Brachy_962_10.fa_01385,Brachy_JB7.fa_01377,,,,,,,,,,,,,,,,,,
group_5813,,hypothetical protein,9,9,1,1,3652,1,6262,,236,236,236,Brachy_341_9.fa_02436,Brachy_738_10.fa_01405,Brachy_862_8.fa_00418,Brachy_876_9.fa_01644,Brachy_900_8.fa_00852,Brachy_908_11.fa_01025,Brachy_947_11.fa_00827,Brachy_962_10.fa_01384,Brachy_JB7.fa_01378,,,,,,,,,,,,,,,,,,
group_5814,recA,Protein RecA,9,9,1,1,3651,1,6263,,1127,1127,1127,Brachy_341_9.fa_02437,Brachy_738_10.fa_01404,Brachy_862_8.fa_00419,Brachy_876_9.fa_01643,Brachy_900_8.fa_00851,Brachy_908_11.fa_01026,Brachy_947_11.fa_00828,Brachy_962_10.fa_01383,Brachy_JB7.fa_01379,,,,,,,,,,,,,,,,,,
recX,,Regulatory protein RecX,9,9,1,1,3650,1,6264,,686,686,686,Brachy_341_9.fa_02438,Brachy_738_10.fa_01403,Brachy_862_8.fa_00420,Brachy_876_9.fa_01642,Brachy_900_8.fa_00850,Brachy_908_11.fa_01027,Brachy_947_11.fa_00829,Brachy_962_10.fa_01382,Brachy_JB7.fa_01380,,,,,,,,,,,,,,,,,,
miaB,,tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase,9,9,1,1,3649,1,6265,,1613,1613,1613,Brachy_341_9.fa_02439,Brachy_738_10.fa_01402,Brachy_862_8.fa_00421,Brachy_876_9.fa_01641,Brachy_900_8.fa_00849,Brachy_908_11.fa_01028,Brachy_947_11.fa_00830,Brachy_962_10.fa_01381,Brachy_JB7.fa_01381,,,,,,,,,,,,,,,,,,
group_5817,,hypothetical protein,9,9,1,1,3648,1,6266,,497,497,497,Brachy_341_9.fa_02440,Brachy_738_10.fa_01401,Brachy_862_8.fa_00422,Brachy_876_9.fa_01640,Brachy_900_8.fa_00848,Brachy_908_11.fa_01029,Brachy_947_11.fa_00831,Brachy_962_10.fa_01380,Brachy_JB7.fa_01382,,,,,,,,,,,,,,,,,,
dapF,,Diaminopimelate epimerase,9,9,1,1,3646,1,6268,,848,848,848,Brachy_341_9.fa_02442,Brachy_738_10.fa_01399,Brachy_862_8.fa_00424,Brachy_876_9.fa_01638,Brachy_900_8.fa_00846,Brachy_908_11.fa_01031,Brachy_947_11.fa_00833,Brachy_962_10.fa_01378,Brachy_JB7.fa_01384,,,,,,,,,,,,,,,,,,
rsmC_1,,Ribosomal RNA small subunit methyltransferase C,9,9,1,1,3645,1,6269,,614,614,614,Brachy_341_9.fa_02443,Brachy_738_10.fa_01398,Brachy_862_8.fa_00425,Brachy_876_9.fa_01637,Brachy_900_8.fa_00845,Brachy_908_11.fa_01032,Brachy_947_11.fa_00834,Brachy_962_10.fa_01377,Brachy_JB7.fa_01385,,,,,,,,,,,,,,,,,,
hflX,,GTPase HflX,9,9,1,1,3644,1,6270,,1583,1583,1583,Brachy_341_9.fa_02444,Brachy_738_10.fa_01397,Brachy_862_8.fa_00426,Brachy_876_9.fa_01636,Brachy_900_8.fa_00844,Brachy_908_11.fa_01033,Brachy_947_11.fa_00835,Brachy_962_10.fa_01376,Brachy_JB7.fa_01386,,,,,,,,,,,,,,,,,,
dinG,,putative ATP-dependent helicase DinG ,9,9,1,1,3643,1,6271,,2030,2030,2030,Brachy_341_9.fa_02445,Brachy_738_10.fa_01396,Brachy_862_8.fa_00427,Brachy_876_9.fa_01635,Brachy_900_8.fa_00843,Brachy_908_11.fa_01034,Brachy_947_11.fa_00836,Brachy_962_10.fa_01375,Brachy_JB7.fa_01387,,,,,,,,,,,,,,,,,,
group_5822,lexA,LexA repressor,9,9,1,1,3642,1,6272,,695,695,695,Brachy_341_9.fa_02446,Brachy_738_10.fa_01395,Brachy_862_8.fa_00428,Brachy_876_9.fa_01634,Brachy_900_8.fa_00842,Brachy_908_11.fa_01035,Brachy_947_11.fa_00837,Brachy_962_10.fa_01374,Brachy_JB7.fa_01388,,,,,,,,,,,,,,,,,,
yneA,,Cell division suppressor protein YneA,9,9,1,1,3641,1,6273,,395,395,395,Brachy_341_9.fa_02447,Brachy_738_10.fa_01394,Brachy_862_8.fa_00429,Brachy_876_9.fa_01633,Brachy_900_8.fa_00841,Brachy_908_11.fa_01036,Brachy_947_11.fa_00838,Brachy_962_10.fa_01373,Brachy_JB7.fa_01389,,,,,,,,,,,,,,,,,,
group_5824,nrdR,Transcriptional repressor NrdR,9,9,1,1,3640,1,6274,,458,458,458,Brachy_341_9.fa_02448,Brachy_738_10.fa_01393,Brachy_862_8.fa_00430,Brachy_876_9.fa_01632,Brachy_900_8.fa_00840,Brachy_908_11.fa_01037,Brachy_947_11.fa_00839,Brachy_962_10.fa_01372,Brachy_JB7.fa_01390,,,,,,,,,,,,,,,,,,
helD_1,,DNA helicase IV,9,9,1,1,3639,1,6275,,2246,2246,2246,Brachy_341_9.fa_02449,Brachy_738_10.fa_01392,Brachy_862_8.fa_00431,Brachy_876_9.fa_01631,Brachy_900_8.fa_00839,Brachy_908_11.fa_01038,Brachy_947_11.fa_00840,Brachy_962_10.fa_01371,Brachy_JB7.fa_01391,,,,,,,,,,,,,,,,,,
group_5826,,hypothetical protein,9,9,1,1,3638,1,6276,,980,980,980,Brachy_341_9.fa_02450,Brachy_738_10.fa_01391,Brachy_862_8.fa_00432,Brachy_876_9.fa_01630,Brachy_900_8.fa_00838,Brachy_908_11.fa_01039,Brachy_947_11.fa_00841,Brachy_962_10.fa_01370,Brachy_JB7.fa_01392,,,,,,,,,,,,,,,,,,
scoF,,Cold shock protein ScoF,9,9,1,1,3637,1,6277,,203,203,203,Brachy_341_9.fa_02451,Brachy_738_10.fa_01390,Brachy_862_8.fa_00433,Brachy_876_9.fa_01629,Brachy_900_8.fa_00837,Brachy_908_11.fa_01040,Brachy_947_11.fa_00842,Brachy_962_10.fa_01369,Brachy_JB7.fa_01393,,,,,,,,,,,,,,,,,,
speE,,Polyamine aminopropyltransferase,9,9,1,1,3636,1,6278,,848,848,848,Brachy_341_9.fa_02452,Brachy_738_10.fa_01389,Brachy_862_8.fa_00434,Brachy_876_9.fa_01628,Brachy_900_8.fa_00836,Brachy_908_11.fa_01041,Brachy_947_11.fa_00843,Brachy_962_10.fa_01368,Brachy_JB7.fa_01394,,,,,,,,,,,,,,,,,,
group_5829,,hypothetical protein,9,9,1,1,3635,1,6279,,482,482,482,Brachy_341_9.fa_02453,Brachy_738_10.fa_01388,Brachy_862_8.fa_00435,Brachy_876_9.fa_01627,Brachy_900_8.fa_00835,Brachy_908_11.fa_01042,Brachy_947_11.fa_00844,Brachy_962_10.fa_01367,Brachy_JB7.fa_01395,,,,,,,,,,,,,,,,,,
group_583,,hypothetical protein,9,9,1,1,8425,1,8534,,1199,1214,1209,Brachy_341_9.fa_00008,Brachy_738_10.fa_02850,Brachy_862_8.fa_01322,Brachy_876_9.fa_01408,Brachy_900_8.fa_00672,Brachy_908_11.fa_00510,Brachy_947_11.fa_00405,Brachy_962_10.fa_00720,Brachy_JB7.fa_01957,,,,,,,,,,,,,,,,,,
dinB_1,,DNA polymerase IV,9,9,1,1,3634,1,6280,,1235,1235,1235,Brachy_341_9.fa_02454,Brachy_738_10.fa_01387,Brachy_862_8.fa_00436,Brachy_876_9.fa_01626,Brachy_900_8.fa_00834,Brachy_908_11.fa_01043,Brachy_947_11.fa_00845,Brachy_962_10.fa_01366,Brachy_JB7.fa_01396,,,,,,,,,,,,,,,,,,
group_5831,,hypothetical protein,9,9,1,1,3633,1,6281,,398,398,398,Brachy_341_9.fa_02455,Brachy_738_10.fa_01386,Brachy_862_8.fa_00437,Brachy_876_9.fa_01625,Brachy_900_8.fa_00833,Brachy_908_11.fa_01044,Brachy_947_11.fa_00846,Brachy_962_10.fa_01365,Brachy_JB7.fa_01397,,,,,,,,,,,,,,,,,,
group_5832,mraZ,Transcriptional regulator MraZ,9,9,1,1,3632,1,6282,,431,431,431,Brachy_341_9.fa_02456,Brachy_738_10.fa_01385,Brachy_862_8.fa_00438,Brachy_876_9.fa_01624,Brachy_900_8.fa_00832,Brachy_908_11.fa_01045,Brachy_947_11.fa_00847,Brachy_962_10.fa_01364,Brachy_JB7.fa_01398,,,,,,,,,,,,,,,,,,
ftsW,,putative peptidoglycan glycosyltransferase FtsW,9,9,1,1,3624,1,6291,,1448,1448,1448,Brachy_341_9.fa_02464,Brachy_738_10.fa_01377,Brachy_862_8.fa_00446,Brachy_876_9.fa_01616,Brachy_900_8.fa_00824,Brachy_908_11.fa_01053,Brachy_947_11.fa_00855,Brachy_962_10.fa_01356,Brachy_JB7.fa_01063,,,,,,,,,,,,,,,,,,
group_5838,murG_2,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,9,9,1,1,3623,1,6292,,1091,1091,1091,Brachy_341_9.fa_02465,Brachy_738_10.fa_01376,Brachy_862_8.fa_00447,Brachy_876_9.fa_01615,Brachy_900_8.fa_00823,Brachy_908_11.fa_01054,Brachy_947_11.fa_00856,Brachy_962_10.fa_01355,Brachy_JB7.fa_01062,,,,,,,,,,,,,,,,,,
group_5839,murC,UDP-N-acetylmuramate--L-alanine ligase,9,9,1,1,3622,1,6293,,1547,1547,1547,Brachy_341_9.fa_02466,Brachy_738_10.fa_01375,Brachy_862_8.fa_00448,Brachy_876_9.fa_01614,Brachy_900_8.fa_00822,Brachy_908_11.fa_01055,Brachy_947_11.fa_00857,Brachy_962_10.fa_01354,Brachy_JB7.fa_01061,,,,,,,,,,,,,,,,,,
ohrR,,Organic hydroperoxide resistance transcriptional regulator,9,9,1,1,8476,1,8358,,500,641,525,Brachy_341_9.fa_00031,Brachy_738_10.fa_02873,Brachy_862_8.fa_01299,Brachy_876_9.fa_01431,Brachy_900_8.fa_00648,Brachy_908_11.fa_00533,Brachy_947_11.fa_00368,Brachy_962_10.fa_00743,Brachy_JB7.fa_01980,,,,,,,,,,,,,,,,,,
group_5840,,Polyphenol oxidase,9,9,1,1,3618,1,6296,,734,734,734,Brachy_341_9.fa_02469,Brachy_738_10.fa_01371,Brachy_862_8.fa_00452,Brachy_876_9.fa_01611,Brachy_900_8.fa_00819,Brachy_908_11.fa_01058,Brachy_947_11.fa_00860,Brachy_962_10.fa_01351,Brachy_JB7.fa_02761,,,,,,,,,,,,,,,,,,
group_5841,sepF,Cell division protein SepF,9,9,1,1,3617,1,6297,,488,488,488,Brachy_341_9.fa_02470,Brachy_738_10.fa_01370,Brachy_862_8.fa_00453,Brachy_876_9.fa_01610,Brachy_900_8.fa_00818,Brachy_908_11.fa_01059,Brachy_947_11.fa_00861,Brachy_962_10.fa_01350,Brachy_JB7.fa_02762,,,,,,,,,,,,,,,,,,
group_5842,,hypothetical protein,9,9,1,1,3616,1,6298,,290,290,290,Brachy_341_9.fa_02471,Brachy_738_10.fa_01369,Brachy_862_8.fa_00454,Brachy_876_9.fa_01609,Brachy_900_8.fa_00817,Brachy_908_11.fa_01060,Brachy_947_11.fa_00862,Brachy_962_10.fa_01349,Brachy_JB7.fa_02763,,,,,,,,,,,,,,,,,,
group_5843,,Cell wall synthesis protein Wag31,9,9,1,1,3615,1,6299,,704,704,704,Brachy_341_9.fa_02472,Brachy_738_10.fa_01368,Brachy_862_8.fa_00455,Brachy_876_9.fa_01608,Brachy_900_8.fa_00816,Brachy_908_11.fa_01061,Brachy_947_11.fa_00863,Brachy_962_10.fa_01348,Brachy_JB7.fa_02764,,,,,,,,,,,,,,,,,,
group_5844,,putative RNA pseudouridine synthase,9,9,1,1,3613,1,6301,,926,926,926,Brachy_341_9.fa_02474,Brachy_738_10.fa_01366,Brachy_862_8.fa_00457,Brachy_876_9.fa_01606,Brachy_900_8.fa_00814,Brachy_908_11.fa_01063,Brachy_947_11.fa_00865,Brachy_962_10.fa_01346,Brachy_JB7.fa_02766,,,,,,,,,,,,,,,,,,
group_5845,,hypothetical protein,9,9,1,1,3612,1,6302,,782,782,782,Brachy_341_9.fa_02475,Brachy_738_10.fa_01365,Brachy_862_8.fa_00458,Brachy_876_9.fa_01605,Brachy_900_8.fa_00813,Brachy_908_11.fa_01064,Brachy_947_11.fa_00866,Brachy_962_10.fa_01345,Brachy_JB7.fa_02767,,,,,,,,,,,,,,,,,,
group_5849,pgi,Glucose-6-phosphate isomerase,9,9,1,1,3604,1,6310,,1694,1694,1694,Brachy_341_9.fa_02482,Brachy_738_10.fa_01358,Brachy_862_8.fa_00465,Brachy_876_9.fa_01598,Brachy_900_8.fa_00806,Brachy_908_11.fa_01071,Brachy_947_11.fa_00873,Brachy_962_10.fa_01338,Brachy_JB7.fa_00221,,,,,,,,,,,,,,,,,,
oppA,,Oligopeptide-binding protein OppA,9,9,1,1,3603,1,6311,,1646,1646,1646,Brachy_341_9.fa_02483,Brachy_738_10.fa_01357,Brachy_862_8.fa_00466,Brachy_876_9.fa_01597,Brachy_900_8.fa_00805,Brachy_908_11.fa_01072,Brachy_947_11.fa_00874,Brachy_962_10.fa_01337,Brachy_JB7.fa_00220,,,,,,,,,,,,,,,,,,
gsiC_3,,Glutathione transport system permease protein GsiC,9,9,1,1,3602,1,6312,,986,986,986,Brachy_341_9.fa_02484,Brachy_738_10.fa_01356,Brachy_862_8.fa_00467,Brachy_876_9.fa_01596,Brachy_900_8.fa_00804,Brachy_908_11.fa_01073,Brachy_947_11.fa_00875,Brachy_962_10.fa_01336,Brachy_JB7.fa_00219,,,,,,,,,,,,,,,,,,
oppC_1,,Oligopeptide transport system permease protein OppC,9,9,1,1,3601,1,6313,,962,962,962,Brachy_341_9.fa_02485,Brachy_738_10.fa_01355,Brachy_862_8.fa_00468,Brachy_876_9.fa_01595,Brachy_900_8.fa_00803,Brachy_908_11.fa_01074,Brachy_947_11.fa_00876,Brachy_962_10.fa_01335,Brachy_JB7.fa_00218,,,,,,,,,,,,,,,,,,
group_5853,gsiA_2,Glutathione import ATP-binding protein GsiA,9,9,1,1,3600,1,6314,,1889,1889,1889,Brachy_341_9.fa_02486,Brachy_738_10.fa_01354,Brachy_862_8.fa_00469,Brachy_876_9.fa_01594,Brachy_900_8.fa_00802,Brachy_908_11.fa_01075,Brachy_947_11.fa_00877,Brachy_962_10.fa_01334,Brachy_JB7.fa_00217,,,,,,,,,,,,,,,,,,
typA,,GTP-binding protein TypA/BipA,9,9,1,1,3599,1,6315,,1922,1922,1922,Brachy_341_9.fa_02487,Brachy_738_10.fa_01353,Brachy_862_8.fa_00470,Brachy_876_9.fa_01593,Brachy_900_8.fa_00801,Brachy_908_11.fa_01076,Brachy_947_11.fa_00878,Brachy_962_10.fa_01333,Brachy_JB7.fa_00216,,,,,,,,,,,,,,,,,,
group_5855,,hypothetical protein,9,9,1,1,3598,1,6316,,482,482,482,Brachy_341_9.fa_02488,Brachy_738_10.fa_01352,Brachy_862_8.fa_00471,Brachy_876_9.fa_01592,Brachy_900_8.fa_00800,Brachy_908_11.fa_01077,Brachy_947_11.fa_00879,Brachy_962_10.fa_01332,Brachy_JB7.fa_00215,,,,,,,,,,,,,,,,,,
group_5856,,hypothetical protein,9,9,1,1,3596,1,6318,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,272,272,272,Brachy_341_9.fa_02490,Brachy_738_10.fa_01350,Brachy_862_8.fa_00473,Brachy_876_9.fa_01590,Brachy_900_8.fa_00798,Brachy_908_11.fa_01079,Brachy_947_11.fa_00881,Brachy_962_10.fa_01330,Brachy_JB7.fa_00213,,,,,,,,,,,,,,,,,,
group_5857,,Ferredoxin,9,9,1,1,3595,1,6319,,329,329,329,Brachy_341_9.fa_02491,Brachy_738_10.fa_01349,Brachy_862_8.fa_00474,Brachy_876_9.fa_01589,Brachy_900_8.fa_00797,Brachy_908_11.fa_01080,Brachy_947_11.fa_00882,Brachy_962_10.fa_01329,Brachy_JB7.fa_00212,,,,,,,,,,,,,,,,,,
gltA2,,Citrate synthase 1,9,9,1,1,3593,1,6321,,1349,1349,1349,Brachy_341_9.fa_02493,Brachy_738_10.fa_01347,Brachy_862_8.fa_00476,Brachy_876_9.fa_01587,Brachy_900_8.fa_00795,Brachy_908_11.fa_01082,Brachy_947_11.fa_00884,Brachy_962_10.fa_01327,Brachy_JB7.fa_00210,,,,,,,,,,,,,,,,,,
group_5859,,hypothetical protein,9,9,1,1,3591,1,6323,,935,935,935,Brachy_341_9.fa_02495,Brachy_738_10.fa_01345,Brachy_862_8.fa_00478,Brachy_876_9.fa_01585,Brachy_900_8.fa_00793,Brachy_908_11.fa_01084,Brachy_947_11.fa_00886,Brachy_962_10.fa_01325,Brachy_JB7.fa_00208,,,,,,,,,,,,,,,,,,
group_586,,hypothetical protein,9,9,1,1,8505,1,8325,,755,767,763,Brachy_341_9.fa_00060,Brachy_738_10.fa_02902,Brachy_862_8.fa_01269,Brachy_876_9.fa_01461,Brachy_900_8.fa_00619,Brachy_908_11.fa_00563,Brachy_947_11.fa_00338,Brachy_962_10.fa_00772,Brachy_JB7.fa_00100,,,,,,,,,,,,,,,,,,
dapD,,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",9,9,1,1,3590,1,6324,,992,992,992,Brachy_341_9.fa_02496,Brachy_738_10.fa_01344,Brachy_862_8.fa_00479,Brachy_876_9.fa_01584,Brachy_900_8.fa_00792,Brachy_908_11.fa_01085,Brachy_947_11.fa_00887,Brachy_962_10.fa_01324,Brachy_JB7.fa_00207,,,,,,,,,,,,,,,,,,
group_5861,,hypothetical protein,9,9,1,1,3588,1,6326,,1271,1271,1271,Brachy_341_9.fa_02498,Brachy_738_10.fa_01342,Brachy_862_8.fa_00481,Brachy_876_9.fa_01582,Brachy_900_8.fa_00790,Brachy_908_11.fa_01087,Brachy_947_11.fa_00889,Brachy_962_10.fa_01322,Brachy_JB7.fa_00205,,,,,,,,,,,,,,,,,,
group_5862,,hypothetical protein,9,9,1,1,3587,1,6327,,947,947,947,Brachy_341_9.fa_02499,Brachy_738_10.fa_01341,Brachy_862_8.fa_00482,Brachy_876_9.fa_01581,Brachy_900_8.fa_00789,Brachy_908_11.fa_01088,Brachy_947_11.fa_00890,Brachy_962_10.fa_01321,Brachy_JB7.fa_00204,,,,,,,,,,,,,,,,,,
group_5863,,hypothetical protein,9,9,1,1,3586,1,6328,,1760,1760,1760,Brachy_341_9.fa_02500,Brachy_738_10.fa_01340,Brachy_862_8.fa_00483,Brachy_876_9.fa_01580,Brachy_900_8.fa_00788,Brachy_908_11.fa_01089,Brachy_947_11.fa_00891,Brachy_962_10.fa_01320,Brachy_JB7.fa_00203,,,,,,,,,,,,,,,,,,
dapE_1,,Putative succinyl-diaminopimelate desuccinylase DapE,9,9,1,1,3585,1,6329,,1109,1109,1109,Brachy_341_9.fa_02501,Brachy_738_10.fa_01339,Brachy_862_8.fa_00484,Brachy_876_9.fa_01579,Brachy_900_8.fa_00787,Brachy_908_11.fa_01090,Brachy_947_11.fa_00892,Brachy_962_10.fa_01319,Brachy_JB7.fa_00202,,,,,,,,,,,,,,,,,,
log,,Cytokinin riboside 5'-monophosphate phosphoribohydrolase,9,9,1,1,3584,1,6330,,737,737,737,Brachy_341_9.fa_02502,Brachy_738_10.fa_01338,Brachy_862_8.fa_00485,Brachy_876_9.fa_01578,Brachy_900_8.fa_00786,Brachy_908_11.fa_01091,Brachy_947_11.fa_00893,Brachy_962_10.fa_01318,Brachy_JB7.fa_00201,,,,,,,,,,,,,,,,,,
group_5866,,hypothetical protein,9,9,1,1,3583,1,6331,,161,161,161,Brachy_341_9.fa_02503,Brachy_738_10.fa_01337,Brachy_862_8.fa_00486,Brachy_876_9.fa_01577,Brachy_900_8.fa_00785,Brachy_908_11.fa_01092,Brachy_947_11.fa_00894,Brachy_962_10.fa_01317,Brachy_JB7.fa_00200,,,,,,,,,,,,,,,,,,
group_5867,,hypothetical protein,9,9,1,1,3582,1,6332,,170,170,170,Brachy_341_9.fa_02504,Brachy_738_10.fa_01336,Brachy_862_8.fa_00487,Brachy_876_9.fa_01576,Brachy_900_8.fa_00784,Brachy_908_11.fa_01093,Brachy_947_11.fa_00895,Brachy_962_10.fa_01316,Brachy_JB7.fa_00199,,,,,,,,,,,,,,,,,,
group_5868,,Putative O-methyltransferase,9,9,1,1,3581,1,6333,,650,650,650,Brachy_341_9.fa_02505,Brachy_738_10.fa_01335,Brachy_862_8.fa_00488,Brachy_876_9.fa_01575,Brachy_900_8.fa_00783,Brachy_908_11.fa_01094,Brachy_947_11.fa_00896,Brachy_962_10.fa_01315,Brachy_JB7.fa_00198,,,,,,,,,,,,,,,,,,
tatB,,Sec-independent protein translocase protein TatB,9,9,1,1,3580,1,6334,,407,407,407,Brachy_341_9.fa_02506,Brachy_738_10.fa_01334,Brachy_862_8.fa_00489,Brachy_876_9.fa_01574,Brachy_900_8.fa_00782,Brachy_908_11.fa_01095,Brachy_947_11.fa_00897,Brachy_962_10.fa_01314,Brachy_JB7.fa_00197,,,,,,,,,,,,,,,,,,
gltX1,,Glutamate--tRNA ligase 1,9,9,1,1,8507,1,8322,,938,938,938,Brachy_341_9.fa_00062,Brachy_738_10.fa_02904,Brachy_862_8.fa_01267,Brachy_876_9.fa_01463,Brachy_900_8.fa_00617,Brachy_908_11.fa_00565,Brachy_947_11.fa_00336,Brachy_962_10.fa_00774,Brachy_JB7.fa_00098,,,,,,,,,,,,,,,,,,
group_5870,,hypothetical protein,9,9,1,1,3578,1,6336,,638,638,638,Brachy_341_9.fa_02508,Brachy_738_10.fa_01332,Brachy_862_8.fa_00491,Brachy_876_9.fa_01572,Brachy_900_8.fa_00780,Brachy_908_11.fa_01097,Brachy_947_11.fa_00899,Brachy_962_10.fa_01312,Brachy_JB7.fa_00195,,,,,,,,,,,,,,,,,,
group_5871,,Magnesium transporter MgtE,9,9,1,1,3577,1,6337,,1325,1325,1325,Brachy_341_9.fa_02509,Brachy_738_10.fa_01331,Brachy_862_8.fa_00492,Brachy_876_9.fa_01571,Brachy_900_8.fa_00779,Brachy_908_11.fa_01098,Brachy_947_11.fa_00900,Brachy_962_10.fa_01311,Brachy_JB7.fa_00194,,,,,,,,,,,,,,,,,,
